CUT,TITLE,ARTIST,ALBUM,GROUP,ACTSTART,ACTDUR,DATE,
76537,Mercy Mercy Me (The Ecology),Marvin Gaye                                                 ,What's Going On                                             ,RANDB,9:23:52,0:03:13,1/1/2026,
50137,Mortgage Assist Mainstream 60,                                                            ,                                                            ,LONGPSA,9:27:05,0:01:00,1/1/2026,
50143,MADLIBS SPRING 25,MADLIBS and Wax Villain                                     ,                                                            ,LONGPSA,9:28:05,0:00:58,1/1/2026,
76519,Love Galore (feat. Travis Scott),SZA                                                         ,                                                            ,RANDB,9:29:03,0:04:20,1/1/2026,
76664,Battlecry (feat. Shing02),Nujabes                                                     ,                                                            ,RANDB,9:33:23,0:03:17,1/1/2026,
76800,Nightrider (ft. Freddie Gibbs),Tom Misch & Yussef Dayes                                    ,What Kinda Music                                            ,RANDB,9:36:40,0:05:05,1/1/2026,
76621,My Boo (feat. Alicia Keys),Usher                                                       ,Confessions (Expanded Edition)                              ,RANDB,9:41:45,0:03:42,1/1/2026,
50135,Drive Electric Future Is Here AL 60,AL Clean Fuels Coalition                                    ,                                                            ,LONGPSA,9:45:27,0:01:01,1/1/2026,
50336,Terry Crews 30,                                                            ,                                                            ,SHORTPSA,9:46:28,0:00:30,1/1/2026,
50367,Mortgage Assist Urban 30,                                                            ,                                                            ,SHORTPSA,9:46:58,0:00:30,1/1/2026,
76871,Reflections,Satellites Saturn                                           ,-single-                                                    ,RANDB,9:47:28,0:02:50,1/1/2026,
76608,Let's Groove,"Earth, Wind & Fire                                          ",Greatest Hits                                               ,RANDB,9:50:18,0:05:35,1/1/2026,
76632,Floods,Lucky Daye                                                  ,Painted                                                     ,RANDB,9:55:53,0:05:24,1/1/2026,
50052,Serenity Now SID,Frank Costanza                                              ,                                                            ,IDS,10:01:17,0:00:16,1/1/2026,
80896,Chinatown,Wild Nothing                                                ,Gemini                                                      ,POP,10:01:33,0:03:16,1/1/2026,
80528,Kilby Girl,The Backseat Lovers                                         ,When We Were Friends                                        ,POP,10:04:49,0:04:39,1/1/2026,
08948,Imp Ass,,,POP,10:09:28,0:03:57,1/1/2026,
80929,Feedback Loop,Sam Isles & Tan Kaelin                                      ,Feels Like Dying                                            ,POP,10:13:25,0:02:33,1/1/2026,
50344,Indoor Baseball 30,                                                            ,                                                            ,SHORTPSA,10:15:58,0:00:30,1/1/2026,
50389,BARD SESSIONS PSA,[CASEY]                                                     ,                                                            ,SHORTPSA,10:16:28,0:00:35,1/1/2026,
50120,Short Shorts 60,                                                            ,                                                            ,LONGPSA,10:17:03,0:01:00,1/1/2026,
